Game_ID,Platform,Sales_Rank,Region,Region_Sales
6197,PS3,5282,Other,0.06
6198,X360,5283,Global,0.35
6198,X360,5283,NA,0.19
6198,X360,5283,EU,0.12
6198,X360,5283,JP,0.01
6198,X360,5283,Other,0.03
6199,PS2,5284,Global,0.35
6199,PS2,5284,NA,0.17
6199,PS2,5284,EU,0.13
6199,PS2,5284,JP,0.0
6199,PS2,5284,Other,0.05
6200,GBA,5285,Global,0.35
6200,GBA,5285,NA,0.25
6200,GBA,5285,EU,0.09
6200,GBA,5285,JP,0.0
6200,GBA,5285,Other,0.01
6201,XB,5286,Global,0.35
6201,XB,5286,NA,0.26
6201,XB,5286,EU,0.08
6201,XB,5286,JP,0.0
6201,XB,5286,Other,0.01
6202,X360,5287,Global,0.35
6202,X360,5287,NA,0.13
6202,X360,5287,EU,0.18
6202,X360,5287,JP,0.0
6202,X360,5287,Other,0.04
6203,PS2,5288,Global,0.35
6203,PS2,5288,NA,0.0
6203,PS2,5288,EU,0.0
6203,PS2,5288,JP,0.35
6203,PS2,5288,Other,0.0
6204,3DS,5289,Global,0.35
6204,3DS,5289,NA,0.08
6204,3DS,5289,EU,0.04
6204,3DS,5289,JP,0.23
6204,3DS,5289,Other,0.01
6205,WiiU,5290,Global,0.35
6205,WiiU,5290,NA,0.16
6205,WiiU,5290,EU,0.1
6205,WiiU,5290,JP,0.07
6205,WiiU,5290,Other,0.03
6206,SNES,5291,Global,0.35
6206,SNES,5291,NA,0.04
6206,SNES,5291,EU,0.01
6206,SNES,5291,JP,0.3
6206,SNES,5291,Other,0.0
6207,DS,5292,Global,0.35
6207,DS,5292,NA,0.17
6207,DS,5292,EU,0.15
6207,DS,5292,JP,0.0
6207,DS,5292,Other,0.04
6208,SNES,5293,Global,0.35
6208,SNES,5293,NA,0.0
6208,SNES,5293,EU,0.0
6208,SNES,5293,JP,0.35
6208,SNES,5293,Other,0.0
6209,PS2,5294,Global,0.35
6209,PS2,5294,NA,0.15
6209,PS2,5294,EU,0.11
6209,PS2,5294,JP,0.05
6209,PS2,5294,Other,0.04
6210,PS2,5295,Global,0.35
6210,PS2,5295,NA,0.17
6210,PS2,5295,EU,0.13
6210,PS2,5295,JP,0.0
6210,PS2,5295,Other,0.04
6211,PS,5296,Global,0.35
6211,PS,5296,NA,0.03
6211,PS,5296,EU,0.02
6211,PS,5296,JP,0.28
6211,PS,5296,Other,0.02
6212,GBA,5297,Global,0.35
6212,GBA,5297,NA,0.25
6212,GBA,5297,EU,0.09
6212,GBA,5297,JP,0.0
6212,GBA,5297,Other,0.01
6213,DS,5298,Global,0.35
6213,DS,5298,NA,0.0
6213,DS,5298,EU,0.0
6213,DS,5298,JP,0.35
6213,DS,5298,Other,0.0
6214,PS3,5299,Global,0.35
6214,PS3,5299,NA,0.2
6214,PS3,5299,EU,0.08
6214,PS3,5299,JP,0.04
6214,PS3,5299,Other,0.04
6215,Wii,5300,Global,0.35
6215,Wii,5300,NA,0.31
6215,Wii,5300,EU,0.02
6215,Wii,5300,JP,0.0
6215,Wii,5300,Other,0.02
6216,DS,5301,Global,0.35
6216,DS,5301,NA,0.3
6216,DS,5301,EU,0.03
6216,DS,5301,JP,0.0
6216,DS,5301,Other,0.03
6217,Wii,5302,Global,0.35
6217,Wii,5302,NA,0.13
6217,Wii,5302,EU,0.18
6217,Wii,5302,JP,0.0
6217,Wii,5302,Other,0.04
6218,Wii,5303,Global,0.35
6218,Wii,5303,NA,0.21
6218,Wii,5303,EU,0.1
6218,Wii,5303,JP,0.0
6218,Wii,5303,Other,0.03
6219,DS,5305,Global,0.35
6219,DS,5305,NA,0.23
6219,DS,5305,EU,0.0
6219,DS,5305,JP,0.09
6219,DS,5305,Other,0.02
6220,N64,5306,Global,0.35
6220,N64,5306,NA,0.0
6220,N64,5306,EU,0.0
6220,N64,5306,JP,0.29
6220,N64,5306,Other,0.06
6221,PS3,5307,Global,0.35
6221,PS3,5307,NA,0.05
6221,PS3,5307,EU,0.19
6221,PS3,5307,JP,0.03
6221,PS3,5307,Other,0.07
6222,PS3,5308,Global,0.35
6222,PS3,5308,NA,0.11
6222,PS3,5308,EU,0.17
6222,PS3,5308,JP,0.0
6222,PS3,5308,Other,0.06
6223,Wii,5309,Global,0.35
6223,Wii,5309,NA,0.18
6223,Wii,5309,EU,0.14
6223,Wii,5309,JP,0.0
6223,Wii,5309,Other,0.03
6224,X360,5310,Global,0.35
6224,X360,5310,NA,0.23
6224,X360,5310,EU,0.1
6224,X360,5310,JP,0.0
6224,X360,5310,Other,0.03
6225,PS2,5311,Global,0.35
6225,PS2,5311,NA,0.17
6225,PS2,5311,EU,0.13
6225,PS2,5311,JP,0.0
6225,PS2,5311,Other,0.04
6226,GC,5312,Global,0.35
6226,GC,5312,NA,0.27
6226,GC,5312,EU,0.07
6226,GC,5312,JP,0.0
6226,GC,5312,Other,0.01
6227,GBA,5313,Global,0.35
6227,GBA,5313,NA,0.25
6227,GBA,5313,EU,0.09
6227,GBA,5313,JP,0.0
6227,GBA,5313,Other,0.01
6228,DS,5314,Global,0.35
6228,DS,5314,NA,0.32
6228,DS,5314,EU,0.0
6228,DS,5314,JP,0.0
6228,DS,5314,Other,0.02
6229,PS2,5315,Global,0.35
6229,PS2,5315,NA,0.17
6229,PS2,5315,EU,0.13
6229,PS2,5315,JP,0.0
6229,PS2,5315,Other,0.04
6230,PS,5316,Global,0.35
6230,PS,5316,NA,0.19
6230,PS,5316,EU,0.13
6230,PS,5316,JP,0.0
6230,PS,5316,Other,0.02
6231,XB,5317,Global,0.35
6231,XB,5317,NA,0.26
6231,XB,5317,EU,0.08
6231,XB,5317,JP,0.0
6231,XB,5317,Other,0.01
6232,X360,5318,Global,0.35
6232,X360,5318,NA,0.18
6232,X360,5318,EU,0.14
6232,X360,5318,JP,0.0
6232,X360,5318,Other,0.03
6233,PS3,5319,Global,0.35
6233,PS3,5319,NA,0.13
6233,PS3,5319,EU,0.16
6233,PS3,5319,JP,0.01
6233,PS3,5319,Other,0.06
6234,PS2,5320,Global,0.35
6234,PS2,5320,NA,0.17
6234,PS2,5320,EU,0.13
6234,PS2,5320,JP,0.0
6234,PS2,5320,Other,0.04
6235,PS2,5321,Global,0.35
6235,PS2,5321,NA,0.17
6235,PS2,5321,EU,0.13
6235,PS2,5321,JP,0.0
6235,PS2,5321,Other,0.04
6236,PS2,5322,Global,0.35
6236,PS2,5322,NA,0.09
6236,PS2,5322,EU,0.07
6236,PS2,5322,JP,0.16
6236,PS2,5322,Other,0.02
6237,X360,5323,Global,0.35
6237,X360,5323,NA,0.11
6237,X360,5323,EU,0.2
6237,X360,5323,JP,0.0
6237,X360,5323,Other,0.04
6238,PSP,5324,Global,0.35
6238,PSP,5324,NA,0.13
6238,PSP,5324,EU,0.05
6238,PSP,5324,JP,0.14
6238,PSP,5324,Other,0.03
6239,PS3,5325,Global,0.35
6239,PS3,5325,NA,0.23
6239,PS3,5325,EU,0.07
6239,PS3,5325,JP,0.0
6239,PS3,5325,Other,0.04
6240,PS2,5326,Global,0.35
6240,PS2,5326,NA,0.17
6240,PS2,5326,EU,0.13
6240,PS2,5326,JP,0.0
6240,PS2,5326,Other,0.04
6241,PS,5327,Global,0.35
6241,PS,5327,NA,0.0
6241,PS,5327,EU,0.0
6241,PS,5327,JP,0.32
6241,PS,5327,Other,0.02
6242,PS2,5328,Global,0.35
6242,PS2,5328,NA,0.17
6242,PS2,5328,EU,0.13
6242,PS2,5328,JP,0.0
6242,PS2,5328,Other,0.04
6243,PS2,5329,Global,0.35
6243,PS2,5329,NA,0.17
6243,PS2,5329,EU,0.13
6243,PS2,5329,JP,0.0
6243,PS2,5329,Other,0.04
6244,PS2,5330,Global,0.35
6244,PS2,5330,NA,0.17
6244,PS2,5330,EU,0.13
6244,PS2,5330,JP,0.0
6244,PS2,5330,Other,0.04
6245,GC,5331,Global,0.35
6245,GC,5331,NA,0.27
6245,GC,5331,EU,0.07
6245,GC,5331,JP,0.0
6245,GC,5331,Other,0.01
6246,DS,5332,Global,0.35
6246,DS,5332,NA,0.32
6246,DS,5332,EU,0.0
6246,DS,5332,JP,0.0
6246,DS,5332,Other,0.03
6247,PS2,5333,Global,0.35
6247,PS2,5333,NA,0.17
6247,PS2,5333,EU,0.13
6247,PS2,5333,JP,0.0
6247,PS2,5333,Other,0.04
6248,PS4,5334,Global,0.35
6248,PS4,5334,NA,0.1
6248,PS4,5334,EU,0.2
6248,PS4,5334,JP,0.0
6248,PS4,5334,Other,0.05
6249,PS2,5335,Global,0.35
6249,PS2,5335,NA,0.0
6249,PS2,5335,EU,0.0
6249,PS2,5335,JP,0.35
6249,PS2,5335,Other,0.0
6250,PS,5336,Global,0.35
6250,PS,5336,NA,0.19
6250,PS,5336,EU,0.13
6250,PS,5336,JP,0.0
6250,PS,5336,Other,0.02
6251,PS2,5337,Global,0.35
6251,PS2,5337,NA,0.1
6251,PS2,5337,EU,0.08
6251,PS2,5337,JP,0.15
6251,PS2,5337,Other,0.03
6252,X360,5338,Global,0.35
6252,X360,5338,NA,0.3
6252,X360,5338,EU,0.01
6252,X360,5338,JP,0.0
6252,X360,5338,Other,0.03
6253,PS,5339,Global,0.35
6253,PS,5339,NA,0.19
6253,PS,5339,EU,0.13
6253,PS,5339,JP,0.0
6253,PS,5339,Other,0.02
6254,SAT,5340,Global,0.35
6254,SAT,5340,NA,0.0
6254,SAT,5340,EU,0.0
6254,SAT,5340,JP,0.35
6254,SAT,5340,Other,0.0
6255,PS2,5341,Global,0.35
6255,PS2,5341,NA,0.17
6255,PS2,5341,EU,0.13
6255,PS2,5341,JP,0.0
6255,PS2,5341,Other,0.04
6256,DS,5342,Global,0.35
6256,DS,5342,NA,0.18
6256,DS,5342,EU,0.14
6256,DS,5342,JP,0.0
6256,DS,5342,Other,0.03
6257,PSP,5343,Global,0.35
6257,PSP,5343,NA,0.32
6257,PSP,5343,EU,0.0
6257,PSP,5343,JP,0.0
6257,PSP,5343,Other,0.03
6258,PS3,5344,Global,0.35
6258,PS3,5344,NA,0.06
6258,PS3,5344,EU,0.21
6258,PS3,5344,JP,0.0
6258,PS3,5344,Other,0.08
6259,GC,5345,Global,0.35
6259,GC,5345,NA,0.27
6259,GC,5345,EU,0.07
6259,GC,5345,JP,0.0
6259,GC,5345,Other,0.01
6260,PSP,5346,Global,0.35
6260,PSP,5346,NA,0.09
6260,PSP,5346,EU,0.07
6260,PSP,5346,JP,0.15
6260,PSP,5346,Other,0.04
6261,PS4,5347,Global,0.35
6261,PS4,5347,NA,0.16
6261,PS4,5347,EU,0.13
6261,PS4,5347,JP,0.0
6261,PS4,5347,Other,0.06
6262,PS2,5348,Global,0.35
6262,PS2,5348,NA,0.17
6262,PS2,5348,EU,0.13
6262,PS2,5348,JP,0.0
6262,PS2,5348,Other,0.04
6263,DS,5349,Global,0.35
6263,DS,5349,NA,0.3
6263,DS,5349,EU,0.01
6263,DS,5349,JP,0.01
6263,DS,5349,Other,0.03
6264,X360,5350,Global,0.35
6264,X360,5350,NA,0.08
6264,X360,5350,EU,0.23
6264,X360,5350,JP,0.0
6264,X360,5350,Other,0.03
6265,PS,5351,Global,0.34
6265,PS,5351,NA,0.0
6265,PS,5351,EU,0.0
6265,PS,5351,JP,0.32
6265,PS,5351,Other,0.02
6266,DS,5352,Global,0.34
6266,DS,5352,NA,0.32
6266,DS,5352,EU,0.0
6266,DS,5352,JP,0.0
6266,DS,5352,Other,0.02
6267,GBA,5353,Global,0.34
6267,GBA,5353,NA,0.25
6267,GBA,5353,EU,0.09
6267,GBA,5353,JP,0.0
6267,GBA,5353,Other,0.01
6268,PSP,5354,Global,0.34
6268,PSP,5354,NA,0.0
6268,PSP,5354,EU,0.0
6268,PSP,5354,JP,0.34
6268,PSP,5354,Other,0.0
6269,PSP,5355,Global,0.34
6269,PSP,5355,NA,0.11
6269,PSP,5355,EU,0.15
6269,PSP,5355,JP,0.0
6269,PSP,5355,Other,0.08
6270,GBA,5356,Global,0.34
6270,GBA,5356,NA,0.25
6270,GBA,5356,EU,0.09
6270,GBA,5356,JP,0.0
6270,GBA,5356,Other,0.01
6271,PS2,5357,Global,0.34
6271,PS2,5357,NA,0.17
6271,PS2,5357,EU,0.13
6271,PS2,5357,JP,0.0
6271,PS2,5357,Other,0.04
6272,PS2,5358,Global,0.34
6272,PS2,5358,NA,0.11
6272,PS2,5358,EU,0.09
6272,PS2,5358,JP,0.12
6272,PS2,5358,Other,0.03
6273,DC,5359,Global,0.34
6273,DC,5359,NA,0.0
6273,DC,5359,EU,0.0
6273,DC,5359,JP,0.34
6273,DC,5359,Other,0.0
6274,PS,5360,Global,0.34
6274,PS,5360,NA,0.19
6274,PS,5360,EU,0.13
6274,PS,5360,JP,0.0
6274,PS,5360,Other,0.02
6275,DS,5361,Global,0.34
6275,DS,5361,NA,0.2
6275,DS,5361,EU,0.03
6275,DS,5361,JP,0.09
6275,DS,5361,Other,0.02
6276,PS3,5362,Global,0.34
6276,PS3,5362,NA,0.13
6276,PS3,5362,EU,0.15
6276,PS3,5362,JP,0.0
6276,PS3,5362,Other,0.06
6277,GBA,5363,Global,0.34
6277,GBA,5363,NA,0.1
6277,GBA,5363,EU,0.04
6277,GBA,5363,JP,0.2
6277,GBA,5363,Other,0.01
6278,XOne,5364,Global,0.34
6278,XOne,5364,NA,0.25
6278,XOne,5364,EU,0.07
6278,XOne,5364,JP,0.0
6278,XOne,5364,Other,0.03
6279,DS,5365,Global,0.34
6279,DS,5365,NA,0.31
6279,DS,5365,EU,0.0
6279,DS,5365,JP,0.0
6279,DS,5365,Other,0.03
6280,X360,5366,Global,0.34
6280,X360,5366,NA,0.28
6280,X360,5366,EU,0.03
6280,X360,5366,JP,0.0
6280,X360,5366,Other,0.03
6281,X360,5367,Global,0.34
6281,X360,5367,NA,0.27
6281,X360,5367,EU,0.02
6281,X360,5367,JP,0.02
6281,X360,5367,Other,0.03
6282,2600,5368,Global,0.34
6282,2600,5368,NA,0.32
6282,2600,5368,EU,0.02
6282,2600,5368,JP,0.0
6282,2600,5368,Other,0.0
6283,GBA,5369,Global,0.34
6283,GBA,5369,NA,0.25
6283,GBA,5369,EU,0.09
6283,GBA,5369,JP,0.0
6283,GBA,5369,Other,0.01
6284,PS2,5370,Global,0.34
6284,PS2,5370,NA,0.08
6284,PS2,5370,EU,0.06
6284,PS2,5370,JP,0.19
6284,PS2,5370,Other,0.02
6285,DS,5371,Global,0.34
6285,DS,5371,NA,0.15
6285,DS,5371,EU,0.16
6285,DS,5371,JP,0.0
6285,DS,5371,Other,0.03
6286,Wii,5372,Global,0.34
6286,Wii,5372,NA,0.15
6286,Wii,5372,EU,0.16
6286,Wii,5372,JP,0.0
6286,Wii,5372,Other,0.03
6287,PS2,5373,Global,0.34
6287,PS2,5373,NA,0.17
6287,PS2,5373,EU,0.13
6287,PS2,5373,JP,0.0
6287,PS2,5373,Other,0.04
6288,SAT,5374,Global,0.34
6288,SAT,5374,NA,0.0
6288,SAT,5374,EU,0.0
6288,SAT,5374,JP,0.34
6288,SAT,5374,Other,0.0
6289,X360,5375,Global,0.34
6289,X360,5375,NA,0.19
6289,X360,5375,EU,0.12
6289,X360,5375,JP,0.0
6289,X360,5375,Other,0.03
6290,PS2,5376,Global,0.34
6290,PS2,5376,NA,0.07
6290,PS2,5376,EU,0.03
6290,PS2,5376,JP,0.0
6290,PS2,5376,Other,0.25
6291,GBA,5377,Global,0.34
6291,GBA,5377,NA,0.25
6291,GBA,5377,EU,0.09
6291,GBA,5377,JP,0.0
6291,GBA,5377,Other,0.01
6292,DS,5378,Global,0.34
6292,DS,5378,NA,0.24
6292,DS,5378,EU,0.0
6292,DS,5378,JP,0.09
6292,DS,5378,Other,0.02
6293,PS,5379,Global,0.34
6293,PS,5379,NA,0.19
6293,PS,5379,EU,0.13
6293,PS,5379,JP,0.0
6293,PS,5379,Other,0.02
6294,PS2,5380,Global,0.34
6294,PS2,5380,NA,0.17
6294,PS2,5380,EU,0.13
6294,PS2,5380,JP,0.0
6294,PS2,5380,Other,0.04
6295,XB,5381,Global,0.34
6295,XB,5381,NA,0.26
6295,XB,5381,EU,0.07
6295,XB,5381,JP,0.0
6295,XB,5381,Other,0.01
6296,PS2,5382,Global,0.34
6296,PS2,5382,NA,0.17
6296,PS2,5382,EU,0.13
6296,PS2,5382,JP,0.0
6296,PS2,5382,Other,0.04
6297,2600,5383,Global,0.34
6297,2600,5383,NA,0.32
6297,2600,5383,EU,0.02
6297,2600,5383,JP,0.0
6297,2600,5383,Other,0.0
6298,2600,5384,Global,0.34
6298,2600,5384,NA,0.32
6298,2600,5384,EU,0.02
6298,2600,5384,JP,0.0
6298,2600,5384,Other,0.0
6299,X360,5385,Global,0.34
6299,X360,5385,NA,0.17
6299,X360,5385,EU,0.15
6299,X360,5385,JP,0.0
6299,X360,5385,Other,0.03
6300,X360,5386,Global,0.34
6300,X360,5386,NA,0.28
6300,X360,5386,EU,0.03
6300,X360,5386,JP,0.0
6300,X360,5386,Other,0.03
6301,Wii,5387,Global,0.34
6301,Wii,5387,NA,0.29
6301,Wii,5387,EU,0.03
6301,Wii,5387,JP,0.0
6301,Wii,5387,Other,0.02
6302,GC,5388,Global,0.34
6302,GC,5388,NA,0.26
6302,GC,5388,EU,0.07
6302,GC,5388,JP,0.0
6302,GC,5388,Other,0.01
6303,PS3,5389,Global,0.34
6303,PS3,5389,NA,0.14
6303,PS3,5389,EU,0.03
6303,PS3,5389,JP,0.15
6303,PS3,5389,Other,0.02
6304,XB,5390,Global,0.34
6304,XB,5390,NA,0.22
6304,XB,5390,EU,0.11
6304,XB,5390,JP,0.0
6304,XB,5390,Other,0.01
6305,2600,5391,Global,0.34
6305,2600,5391,NA,0.32
6305,2600,5391,EU,0.02
6305,2600,5391,JP,0.0
6305,2600,5391,Other,0.0
6306,Wii,5392,Global,0.34
6306,Wii,5392,NA,0.13
6306,Wii,5392,EU,0.17
6306,Wii,5392,JP,0.0
6306,Wii,5392,Other,0.04
6307,Wii,5393,Global,0.34
6307,Wii,5393,NA,0.31
6307,Wii,5393,EU,0.01
6307,Wii,5393,JP,0.0
6307,Wii,5393,Other,0.03
6308,PS3,5394,Global,0.34
6308,PS3,5394,NA,0.15
6308,PS3,5394,EU,0.11
6308,PS3,5394,JP,0.03
6308,PS3,5394,Other,0.05
6309,SAT,5395,Global,0.34
6309,SAT,5395,NA,0.0
6309,SAT,5395,EU,0.0
6309,SAT,5395,JP,0.34
6309,SAT,5395,Other,0.0
6310,N64,5396,Global,0.34
6310,N64,5396,NA,0.27
6310,N64,5396,EU,0.06
6310,N64,5396,JP,0.0
6310,N64,5396,Other,0.0
6311,2600,5397,Global,0.34
6311,2600,5397,NA,0.32
6311,2600,5397,EU,0.02
6311,2600,5397,JP,0.0
6311,2600,5397,Other,0.0
6312,PS3,5398,Global,0.34
6312,PS3,5398,NA,0.15
6312,PS3,5398,EU,0.13
6312,PS3,5398,JP,0.0
6312,PS3,5398,Other,0.06
6313,3DS,5399,Global,0.34
6313,3DS,5399,NA,0.22
6313,3DS,5399,EU,0.09
6313,3DS,5399,JP,0.0
6313,3DS,5399,Other,0.03
6314,PS,5400,Global,0.34
6314,PS,5400,NA,0.19
6314,PS,5400,EU,0.13
6314,PS,5400,JP,0.0
6314,PS,5400,Other,0.02
6315,Wii,5401,Global,0.34
6315,Wii,5401,NA,0.29
6315,Wii,5401,EU,0.03
6315,Wii,5401,JP,0.0
6315,Wii,5401,Other,0.03
6316,2600,5402,Global,0.34
6316,2600,5402,NA,0.32
6316,2600,5402,EU,0.02
6316,2600,5402,JP,0.0
6316,2600,5402,Other,0.0
6317,PSP,5403,Global,0.34
6317,PSP,5403,NA,0.0
6317,PSP,5403,EU,0.34
6317,PSP,5403,JP,0.0
6317,PSP,5403,Other,0.0
6318,PS2,5404,Global,0.34
6318,PS2,5404,NA,0.17
6318,PS2,5404,EU,0.13
6318,PS2,5404,JP,0.0
6318,PS2,5404,Other,0.04
6319,PS3,5405,Global,0.34
6319,PS3,5405,NA,0.14
6319,PS3,5405,EU,0.15
6319,PS3,5405,JP,0.0
6319,PS3,5405,Other,0.05
6320,XB,5406,Global,0.34
6320,XB,5406,NA,0.25
6320,XB,5406,EU,0.07
6320,XB,5406,JP,0.0
6320,XB,5406,Other,0.01
6321,DS,5407,Global,0.34
6321,DS,5407,NA,0.0
6321,DS,5407,EU,0.0
6321,DS,5407,JP,0.34
6321,DS,5407,Other,0.0
6322,PS,5408,Global,0.34
6322,PS,5408,NA,0.05
6322,PS,5408,EU,0.03
6322,PS,5408,JP,0.23
6322,PS,5408,Other,0.02
6323,DS,5409,Global,0.34
6323,DS,5409,NA,0.31
6323,DS,5409,EU,0.01
6323,DS,5409,JP,0.0
6323,DS,5409,Other,0.02
6324,DS,5410,Global,0.34
6324,DS,5410,NA,0.31
6324,DS,5410,EU,0.0
6324,DS,5410,JP,0.0
6324,DS,5410,Other,0.02
6325,XOne,5411,Global,0.34
6325,XOne,5411,NA,0.13
6325,XOne,5411,EU,0.18
6325,XOne,5411,JP,0.0
6325,XOne,5411,Other,0.03
6326,DS,5412,Global,0.34
6326,DS,5412,NA,0.28
6326,DS,5412,EU,0.01
6326,DS,5412,JP,0.03
6326,DS,5412,Other,0.02
6327,PSP,5413,Global,0.34
6327,PSP,5413,NA,0.14
6327,PSP,5413,EU,0.02
6327,PSP,5413,JP,0.16
6327,PSP,5413,Other,0.02
6328,DS,5414,Global,0.34
6328,DS,5414,NA,0.3
6328,DS,5414,EU,0.02
6328,DS,5414,JP,0.0
6328,DS,5414,Other,0.03
6329,PS,5415,Global,0.34
6329,PS,5415,NA,0.19
6329,PS,5415,EU,0.13
6329,PS,5415,JP,0.0
6329,PS,5415,Other,0.02
6330,X360,5416,Global,0.34
6330,X360,5416,NA,0.09
6330,X360,5416,EU,0.21
6330,X360,5416,JP,0.0
6330,X360,5416,Other,0.04
6331,XB,5417,Global,0.34
6331,XB,5417,NA,0.25
6331,XB,5417,EU,0.07
6331,XB,5417,JP,0.0
6331,XB,5417,Other,0.01
6332,3DS,5418,Global,0.34
6332,3DS,5418,NA,0.15
6332,3DS,5418,EU,0.15
6332,3DS,5418,JP,0.0
6332,3DS,5418,Other,0.03
6333,DS,5419,Global,0.34
6333,DS,5419,NA,0.31
6333,DS,5419,EU,0.0
6333,DS,5419,JP,0.0
6333,DS,5419,Other,0.02
6334,PS3,5420,Global,0.34
6334,PS3,5420,NA,0.29
6334,PS3,5420,EU,0.02
6334,PS3,5420,JP,0.0
6334,PS3,5420,Other,0.03
6335,XOne,5421,Global,0.34
6335,XOne,5421,NA,0.18
6335,XOne,5421,EU,0.13
6335,XOne,5421,JP,0.0
6335,XOne,5421,Other,0.03
6336,GBA,5422,Global,0.34
6336,GBA,5422,NA,0.24
6336,GBA,5422,EU,0.09
6336,GBA,5422,JP,0.0
6336,GBA,5422,Other,0.01
6337,PC,5423,Global,0.34
6337,PC,5423,NA,0.11
6337,PC,5423,EU,0.17
6337,PC,5423,JP,0.0
6337,PC,5423,Other,0.05
6338,GC,5424,Global,0.34
6338,GC,5424,NA,0.26
6338,GC,5424,EU,0.07
6338,GC,5424,JP,0.0
6338,GC,5424,Other,0.01
6339,DS,5425,Global,0.34
6339,DS,5425,NA,0.21
6339,DS,5425,EU,0.1
6339,DS,5425,JP,0.0
6339,DS,5425,Other,0.03
6340,PS2,5426,Global,0.34
6340,PS2,5426,NA,0.1
6340,PS2,5426,EU,0.02
6340,PS2,5426,JP,0.0
6340,PS2,5426,Other,0.22
6341,PS3,5427,Global,0.34
6341,PS3,5427,NA,0.0
6341,PS3,5427,EU,0.25
6341,PS3,5427,JP,0.0
6341,PS3,5427,Other,0.08
6342,PS4,5428,Global,0.34
6342,PS4,5428,NA,0.0
6342,PS4,5428,EU,0.0
6342,PS4,5428,JP,0.34
6342,PS4,5428,Other,0.0
6343,PS3,5429,Global,0.34
6343,PS3,5429,NA,0.28
6343,PS3,5429,EU,0.0
6343,PS3,5429,JP,0.02
6343,PS3,5429,Other,0.03
6344,X360,5430,Global,0.34
6344,X360,5430,NA,0.29
6344,X360,5430,EU,0.02
6344,X360,5430,JP,0.0
6344,X360,5430,Other,0.03
6345,PSV,5431,Global,0.34
6345,PSV,5431,NA,0.17
6345,PSV,5431,EU,0.12
6345,PSV,5431,JP,0.0
6345,PSV,5431,Other,0.05
6346,PS2,5432,Global,0.34
6346,PS2,5432,NA,0.04
6346,PS2,5432,EU,0.03
6346,PS2,5432,JP,0.25
6346,PS2,5432,Other,0.01
6347,DS,5433,Global,0.34
6347,DS,5433,NA,0.27
6347,DS,5433,EU,0.04
6347,DS,5433,JP,0.0
6347,DS,5433,Other,0.02
6348,PS,5434,Global,0.34
6348,PS,5434,NA,0.19
6348,PS,5434,EU,0.13
6348,PS,5434,JP,0.0
6348,PS,5434,Other,0.02
6349,PS2,5435,Global,0.34
6349,PS2,5435,NA,0.16
6349,PS2,5435,EU,0.13
6349,PS2,5435,JP,0.0
6349,PS2,5435,Other,0.04
6350,DS,5436,Global,0.34
6350,DS,5436,NA,0.3
6350,DS,5436,EU,0.01
6350,DS,5436,JP,0.0
6350,DS,5436,Other,0.03
6351,X360,5437,Global,0.34
6351,X360,5437,NA,0.17
6351,X360,5437,EU,0.14
6351,X360,5437,JP,0.0
6351,X360,5437,Other,0.03
6352,XB,5438,Global,0.34
6352,XB,5438,NA,0.25
6352,XB,5438,EU,0.07
6352,XB,5438,JP,0.0
6352,XB,5438,Other,0.01
6353,DS,5439,Global,0.34
6353,DS,5439,NA,0.12
6353,DS,5439,EU,0.18
6353,DS,5439,JP,0.0
6353,DS,5439,Other,0.04
6354,PS2,5440,Global,0.34
6354,PS2,5440,NA,0.16
6354,PS2,5440,EU,0.13
6354,PS2,5440,JP,0.0
6354,PS2,5440,Other,0.04
6355,PS3,5441,Global,0.33
6355,PS3,5441,NA,0.0
6355,PS3,5441,EU,0.0
6355,PS3,5441,JP,0.33
6355,PS3,5441,Other,0.0
6356,PS3,5442,Global,0.33
6356,PS3,5442,NA,0.06
6356,PS3,5442,EU,0.15
6356,PS3,5442,JP,0.07
6356,PS3,5442,Other,0.05
6357,X360,5443,Global,0.33
6357,X360,5443,NA,0.14
6357,X360,5443,EU,0.14
6357,X360,5443,JP,0.02
6357,X360,5443,Other,0.03
6358,XB,5444,Global,0.33
6358,XB,5444,NA,0.21
6358,XB,5444,EU,0.11
6358,XB,5444,JP,0.0
6358,XB,5444,Other,0.01
6359,DS,5445,Global,0.33
6359,DS,5445,NA,0.17
6359,DS,5445,EU,0.13
6359,DS,5445,JP,0.0
6359,DS,5445,Other,0.03
6360,X360,5446,Global,0.33
6360,X360,5446,NA,0.15
6360,X360,5446,EU,0.14
6360,X360,5446,JP,0.0
6360,X360,5446,Other,0.04
6361,PS,5447,Global,0.33
6361,PS,5447,NA,0.06
6361,PS,5447,EU,0.04
6361,PS,5447,JP,0.21
6361,PS,5447,Other,0.02
6362,Wii,5448,Global,0.33
6362,Wii,5448,NA,0.13
6362,Wii,5448,EU,0.1
6362,Wii,5448,JP,0.08
6362,Wii,5448,Other,0.03
6363,PS3,5449,Global,0.33
6363,PS3,5449,NA,0.09
6363,PS3,5449,EU,0.08
6363,PS3,5449,JP,0.14
6363,PS3,5449,Other,0.03
6364,X360,5450,Global,0.33
6364,X360,5450,NA,0.23
6364,X360,5450,EU,0.07
6364,X360,5450,JP,0.01
6364,X360,5450,Other,0.03
6365,PS2,5451,Global,0.33
6365,PS2,5451,NA,0.16
6365,PS2,5451,EU,0.13
6365,PS2,5451,JP,0.0
6365,PS2,5451,Other,0.04
6366,GBA,5452,Global,0.33
6366,GBA,5452,NA,0.24
6366,GBA,5452,EU,0.09
